date,datetime,cash_type,card,money,coffee_name,month,day,hour,total_sales,day_name,month_name,is_weekend
2024-04-08,2024-04-08 11:01:20.464,card,ANON-0000-0000-0012,28.9,Americano,4,8,11,28.9,Monday,April,False
2024-04-08,2024-04-08 11:04:47.030,card,ANON-0000-0000-0104,38.7,Cappuccino,4,8,11,38.7,Monday,April,False
2024-04-08,2024-04-08 16:41:37.806,card,ANON-0000-0000-0017,38.7,Latte,4,8,16,38.7,Monday,April,False
2024-04-08,2024-04-08 18:18:09.713,card,ANON-0000-0000-0105,28.9,Americano,4,8,18,28.9,Monday,April,False
2024-04-08,2024-04-08 19:22:27.477,card,ANON-0000-0000-0024,33.8,Americano with Milk,4,8,19,33.8,Monday,April,False
2024-04-08,2024-04-08 19:23:59.268,card,ANON-0000-0000-0106,38.7,Cappuccino,4,8,19,38.7,Monday,April,False
2024-04-09,2024-04-09 11:42:28.468,card,ANON-0000-0000-0091,38.7,Latte,4,9,11,38.7,Tuesday,April,False
2024-04-09,2024-04-09 15:11:48.720,card,ANON-0000-0000-0107,38.7,Hot Chocolate,4,9,15,38.7,Tuesday,April,False
2024-04-09,2024-04-09 17:25:23.936,card,ANON-0000-0000-0049,38.7,Hot Chocolate,4,9,17,38.7,Tuesday,April,False
2024-04-10,2024-04-10 17:55:31.244,card,ANON-0000-0000-0108,24.0,Espresso,4,10,17,24.0,Wednesday,April,False
2024-04-10,2024-04-10 18:24:59.290,card,ANON-0000-0000-0009,38.7,Cappuccino,4,10,18,38.7,Wednesday,April,False
2024-04-10,2024-04-10 20:04:05.386,card,ANON-0000-0000-0109,38.7,Latte,4,10,20,38.7,Wednesday,April,False
2024-04-11,2024-04-11 10:41:23.155,card,ANON-0000-0000-0110,28.9,Americano,4,11,10,28.9,Thursday,April,False
2024-04-11,2024-04-11 10:42:59.365,card,ANON-0000-0000-0110,28.9,Americano,4,11,10,28.9,Thursday,April,False
2024-04-11,2024-04-11 16:35:23.069,card,ANON-0000-0000-0017,38.7,Latte,4,11,16,38.7,Thursday,April,False
2024-04-11,2024-04-11 19:16:56.588,card,ANON-0000-0000-0106,38.7,Cappuccino,4,11,19,38.7,Thursday,April,False
2024-04-11,2024-04-11 19:18:36.619,card,ANON-0000-0000-0024,33.8,Americano with Milk,4,11,19,33.8,Thursday,April,False
2024-04-12,2024-04-12 19:03:43.403,card,ANON-0000-0000-0019,38.7,Hot Chocolate,4,12,19,38.7,Friday,April,False
2024-04-12,2024-04-12 19:38:23.189,card,ANON-0000-0000-0009,28.9,Cortado,4,12,19,28.9,Friday,April,False
2024-04-13,2024-04-13 12:29:19.823,card,ANON-0000-0000-0009,38.7,Latte,4,13,12,38.7,Saturday,April,True
2024-04-13,2024-04-13 12:43:02.389,card,ANON-0000-0000-0012,28.9,Americano,4,13,12,28.9,Saturday,April,True
2024-04-13,2024-04-13 16:18:03.938,card,ANON-0000-0000-0111,38.7,Cappuccino,4,13,16,38.7,Saturday,April,True
2024-04-13,2024-04-13 16:19:39.799,card,ANON-0000-0000-0111,38.7,Latte,4,13,16,38.7,Saturday,April,True
2024-04-13,2024-04-13 17:51:26.026,card,ANON-0000-0000-0112,38.7,Cappuccino,4,13,17,38.7,Saturday,April,True
2024-04-13,2024-04-13 17:53:19.237,card,ANON-0000-0000-0012,38.7,Cappuccino,4,13,17,38.7,Saturday,April,True
2024-04-14,2024-04-14 12:24:39.028,card,ANON-0000-0000-0113,38.7,Cappuccino,4,14,12,38.7,Sunday,April,True
2024-04-14,2024-04-14 13:21:49.808,card,ANON-0000-0000-0114,28.9,Cortado,4,14,13,28.9,Sunday,April,True
2024-04-14,2024-04-14 14:23:31.631,card,ANON-0000-0000-0012,28.9,Americano,4,14,14,28.9,Sunday,April,True
2024-04-14,2024-04-14 14:24:26.930,card,ANON-0000-0000-0012,28.9,Americano,4,14,14,28.9,Sunday,April,True
2024-04-14,2024-04-14 14:25:18.122,card,ANON-0000-0000-0012,28.9,Americano,4,14,14,28.9,Sunday,April,True
2024-04-14,2024-04-14 15:46:27.733,card,ANON-0000-0000-0017,38.7,Cappuccino,4,14,15,38.7,Sunday,April,True
2024-04-14,2024-04-14 16:59:54.823,card,ANON-0000-0000-0012,28.9,Cortado,4,14,16,28.9,Sunday,April,True
2024-04-14,2024-04-14 17:00:45.387,card,ANON-0000-0000-0019,38.7,Latte,4,14,17,38.7,Sunday,April,True
2024-04-14,2024-04-14 18:38:19.649,card,ANON-0000-0000-0115,38.7,Cappuccino,4,14,18,38.7,Sunday,April,True
2024-04-15,2024-04-15 11:45:24.619,card,ANON-0000-0000-0064,28.9,Americano,4,15,11,28.9,Monday,April,False
2024-04-15,2024-04-15 17:01:46.359,card,ANON-0000-0000-0003,28.9,Americano,4,15,17,28.9,Monday,April,False
2024-04-15,2024-04-15 17:02:49.748,card,ANON-0000-0000-0004,33.8,Americano with Milk,4,15,17,33.8,Monday,April,False
2024-04-15,2024-04-15 19:33:03.036,card,ANON-0000-0000-0009,33.8,Americano with Milk,4,15,19,33.8,Monday,April,False
2024-04-16,2024-04-16 10:46:25.706,card,ANON-0000-0000-0116,33.8,Americano with Milk,4,16,10,33.8,Tuesday,April,False
2024-04-16,2024-04-16 12:40:47.675,card,ANON-0000-0000-0117,38.7,Cocoa,4,16,12,38.7,Tuesday,April,False
2024-04-16,2024-04-16 12:52:07.750,card,ANON-0000-0000-0064,28.9,Cortado,4,16,12,28.9,Tuesday,April,False
2024-04-16,2024-04-16 15:03:16.889,card,ANON-0000-0000-0118,28.9,Americano,4,16,15,28.9,Tuesday,April,False
2024-04-16,2024-04-16 17:42:04.208,card,ANON-0000-0000-0024,33.8,Americano with Milk,4,16,17,33.8,Tuesday,April,False
2024-04-16,2024-04-16 17:43:22.960,card,ANON-0000-0000-0009,38.7,Cappuccino,4,16,17,38.7,Tuesday,April,False
2024-04-16,2024-04-16 18:09:05.273,card,ANON-0000-0000-0050,38.7,Cocoa,4,16,18,38.7,Tuesday,April,False
2024-04-17,2024-04-17 13:32:59.792,card,ANON-0000-0000-0012,28.9,Americano,4,17,13,28.9,Wednesday,April,False
2024-04-17,2024-04-17 13:44:00.181,card,ANON-0000-0000-0119,24.0,Espresso,4,17,13,24.0,Wednesday,April,False
2024-04-17,2024-04-17 17:01:35.149,card,ANON-0000-0000-0120,38.7,Cappuccino,4,17,17,38.7,Wednesday,April,False
2024-04-17,2024-04-17 17:02:40.687,card,ANON-0000-0000-0120,38.7,Cappuccino,4,17,17,38.7,Wednesday,April,False
2024-04-17,2024-04-17 18:14:03.229,card,ANON-0000-0000-0121,28.9,Cortado,4,17,18,28.9,Wednesday,April,False
2024-04-18,2024-04-18 11:19:01.693,card,ANON-0000-0000-0003,28.9,Americano,4,18,11,28.9,Thursday,April,False
2024-04-18,2024-04-18 11:20:05.696,card,ANON-0000-0000-0003,28.9,Americano,4,18,11,28.9,Thursday,April,False
2024-04-18,2024-04-18 13:49:12.720,card,ANON-0000-0000-0122,33.8,Americano with Milk,4,18,13,33.8,Thursday,April,False
2024-04-18,2024-04-18 13:50:17.285,card,ANON-0000-0000-0122,28.9,Cortado,4,18,13,28.9,Thursday,April,False
2024-04-18,2024-04-18 14:34:19.818,card,ANON-0000-0000-0123,38.7,Cappuccino,4,18,14,38.7,Thursday,April,False
2024-04-18,2024-04-18 14:35:49.354,card,ANON-0000-0000-0123,38.7,Latte,4,18,14,38.7,Thursday,April,False
2024-04-18,2024-04-18 17:44:15.791,card,ANON-0000-0000-0069,38.7,Latte,4,18,17,38.7,Thursday,April,False
2024-04-18,2024-04-18 18:21:05.945,card,ANON-0000-0000-0085,38.7,Cappuccino,4,18,18,38.7,Thursday,April,False
2024-04-18,2024-04-18 19:39:51.193,card,ANON-0000-0000-0024,38.7,Hot Chocolate,4,18,19,38.7,Thursday,April,False
2024-04-18,2024-04-18 19:40:48.954,card,ANON-0000-0000-0009,38.7,Hot Chocolate,4,18,19,38.7,Thursday,April,False
2024-04-19,2024-04-19 10:10:36.254,card,ANON-0000-0000-0001,38.7,Latte,4,19,10,38.7,Friday,April,False
2024-04-19,2024-04-19 13:11:47.848,card,ANON-0000-0000-0040,33.8,Americano with Milk,4,19,13,33.8,Friday,April,False
2024-04-19,2024-04-19 13:13:20.876,card,ANON-0000-0000-0040,38.7,Cappuccino,4,19,13,38.7,Friday,April,False
2024-04-19,2024-04-19 13:58:54.064,card,ANON-0000-0000-0124,38.7,Hot Chocolate,4,19,13,38.7,Friday,April,False
2024-04-19,2024-04-19 13:59:49.690,card,ANON-0000-0000-0124,38.7,Cappuccino,4,19,13,38.7,Friday,April,False
2024-04-19,2024-04-19 18:23:19.311,card,ANON-0000-0000-0024,38.7,Cocoa,4,19,18,38.7,Friday,April,False
2024-04-19,2024-04-19 18:25:33.440,card,ANON-0000-0000-0009,33.8,Americano with Milk,4,19,18,33.8,Friday,April,False
2024-04-20,2024-04-20 12:08:35.701,card,ANON-0000-0000-0125,33.8,Americano with Milk,4,20,12,33.8,Saturday,April,True
2024-04-20,2024-04-20 12:09:42.664,card,ANON-0000-0000-0125,33.8,Americano with Milk,4,20,12,33.8,Saturday,April,True
2024-04-20,2024-04-20 13:08:37.378,card,ANON-0000-0000-0118,28.9,Americano,4,20,13,28.9,Saturday,April,True
2024-04-20,2024-04-20 13:09:47.905,card,ANON-0000-0000-0118,33.8,Americano with Milk,4,20,13,33.8,Saturday,April,True
2024-04-20,2024-04-20 13:10:55.151,card,ANON-0000-0000-0118,38.7,Hot Chocolate,4,20,13,38.7,Saturday,April,True
2024-04-20,2024-04-20 14:44:18.118,card,ANON-0000-0000-0040,38.7,Cappuccino,4,20,14,38.7,Saturday,April,True
2024-04-20,2024-04-20 15:11:00.330,card,ANON-0000-0000-0009,33.8,Americano with Milk,4,20,15,33.8,Saturday,April,True
2024-04-20,2024-04-20 15:22:40.717,card,ANON-0000-0000-0012,32.82,Americano with Milk,4,20,15,32.82,Saturday,April,True
2024-04-20,2024-04-20 15:49:25.148,card,ANON-0000-0000-0126,32.82,Americano with Milk,4,20,15,32.82,Saturday,April,True
2024-04-20,2024-04-20 18:27:41.496,card,ANON-0000-0000-0127,37.72,Cappuccino,4,20,18,37.72,Saturday,April,True
2024-04-20,2024-04-20 18:28:46.900,card,ANON-0000-0000-0127,37.72,Cappuccino,4,20,18,37.72,Saturday,April,True
2024-04-20,2024-04-20 19:30:55.317,card,ANON-0000-0000-0128,37.72,Latte,4,20,19,37.72,Saturday,April,True
2024-04-21,2024-04-21 11:16:45.707,card,ANON-0000-0000-0001,37.72,Latte,4,21,11,37.72,Sunday,April,True
2024-04-21,2024-04-21 14:15:37.541,card,ANON-0000-0000-0099,27.92,Americano,4,21,14,27.92,Sunday,April,True
2024-04-22,2024-04-22 11:09:16.412,card,ANON-0000-0000-0012,27.92,Americano,4,22,11,27.92,Monday,April,False
2024-04-22,2024-04-22 11:29:27.099,card,ANON-0000-0000-0129,32.82,Americano with Milk,4,22,11,32.82,Monday,April,False
2024-04-22,2024-04-22 19:39:04.759,card,ANON-0000-0000-0009,37.72,Latte,4,22,19,37.72,Monday,April,False
2024-04-23,2024-04-23 14:22:35.995,card,ANON-0000-0000-0025,37.72,Cappuccino,4,23,14,37.72,Tuesday,April,False
2024-04-23,2024-04-23 14:23:53.144,card,ANON-0000-0000-0024,32.82,Americano with Milk,4,23,14,32.82,Tuesday,April,False
2024-04-23,2024-04-23 14:24:57.515,card,ANON-0000-0000-0009,37.72,Cappuccino,4,23,14,37.72,Tuesday,April,False
2024-04-23,2024-04-23 19:42:27.765,card,ANON-0000-0000-0130,32.82,Americano with Milk,4,23,19,32.82,Tuesday,April,False
2024-04-23,2024-04-23 19:43:26.234,card,ANON-0000-0000-0130,32.82,Americano with Milk,4,23,19,32.82,Tuesday,April,False
2024-04-24,2024-04-24 10:19:38.346,card,ANON-0000-0000-0001,37.72,Latte,4,24,10,37.72,Wednesday,April,False
2024-04-24,2024-04-24 10:21:27.287,card,ANON-0000-0000-0131,32.82,Americano with Milk,4,24,10,32.82,Wednesday,April,False
2024-04-24,2024-04-24 11:23:46.102,card,ANON-0000-0000-0132,32.82,Americano with Milk,4,24,11,32.82,Wednesday,April,False
2024-04-24,2024-04-24 11:33:26.347,card,ANON-0000-0000-0133,32.82,Americano with Milk,4,24,11,32.82,Wednesday,April,False
2024-04-24,2024-04-24 12:39:09.298,card,ANON-0000-0000-0059,32.82,Americano with Milk,4,24,12,32.82,Wednesday,April,False
2024-04-24,2024-04-24 16:39:07.423,card,ANON-0000-0000-0009,32.82,Americano with Milk,4,24,16,32.82,Wednesday,April,False
2024-04-24,2024-04-24 19:39:49.983,card,ANON-0000-0000-0134,32.82,Americano with Milk,4,24,19,32.82,Wednesday,April,False
2024-04-24,2024-04-24 19:40:54.031,card,ANON-0000-0000-0134,37.72,Cappuccino,4,24,19,37.72,Wednesday,April,False
2024-04-25,2024-04-25 10:46:08.057,card,ANON-0000-0000-0135,27.92,Americano,4,25,10,27.92,Thursday,April,False
2024-04-25,2024-04-25 15:18:26.971,card,ANON-0000-0000-0009,37.72,Latte,4,25,15,37.72,Thursday,April,False
2024-04-25,2024-04-25 17:09:43.534,card,ANON-0000-0000-0012,27.92,Americano,4,25,17,27.92,Thursday,April,False
2024-04-25,2024-04-25 17:10:49.153,card,ANON-0000-0000-0012,27.92,Americano,4,25,17,27.92,Thursday,April,False
2024-04-26,2024-04-26 10:12:50.618,card,ANON-0000-0000-0001,37.72,Latte,4,26,10,37.72,Friday,April,False
2024-04-26,2024-04-26 12:01:30.580,card,ANON-0000-0000-0136,37.72,Latte,4,26,12,37.72,Friday,April,False
2024-04-26,2024-04-26 13:31:28.297,card,ANON-0000-0000-0137,37.72,Cappuccino,4,26,13,37.72,Friday,April,False
2024-04-26,2024-04-26 15:32:35.390,card,ANON-0000-0000-0012,27.92,Americano,4,26,15,27.92,Friday,April,False
2024-04-26,2024-04-26 15:33:33.132,card,ANON-0000-0000-0012,27.92,Americano,4,26,15,27.92,Friday,April,False
2024-04-26,2024-04-26 16:23:26.514,card,ANON-0000-0000-0138,27.92,Cortado,4,26,16,27.92,Friday,April,False
2024-04-26,2024-04-26 16:24:33.800,card,ANON-0000-0000-0139,27.92,Americano,4,26,16,27.92,Friday,April,False
2024-04-26,2024-04-26 19:32:07.112,card,ANON-0000-0000-0009,37.72,Hot Chocolate,4,26,19,37.72,Friday,April,False
2024-04-26,2024-04-26 19:33:30.220,card,ANON-0000-0000-0009,37.72,Cocoa,4,26,19,37.72,Friday,April,False
2024-04-27,2024-04-27 15:27:00.680,card,ANON-0000-0000-0009,37.72,Cappuccino,4,27,15,37.72,Saturday,April,True
2024-04-28,2024-04-28 10:32:52.479,card,ANON-0000-0000-0001,37.72,Latte,4,28,10,37.72,Sunday,April,True
2024-04-28,2024-04-28 12:30:09.749,card,ANON-0000-0000-0140,37.72,Cappuccino,4,28,12,37.72,Sunday,April,True
2024-04-28,2024-04-28 18:27:08.230,card,ANON-0000-0000-0012,27.92,Americano,4,28,18,27.92,Sunday,April,True
2024-04-28,2024-04-28 18:28:11.411,card,ANON-0000-0000-0012,27.92,Americano,4,28,18,27.92,Sunday,April,True
2024-04-28,2024-04-28 18:29:02.374,card,ANON-0000-0000-0019,37.72,Latte,4,28,18,37.72,Sunday,April,True
2024-04-29,2024-04-29 11:26:31.871,card,ANON-0000-0000-0141,27.92,Cortado,4,29,11,27.92,Monday,April,False
2024-04-29,2024-04-29 13:27:56.949,card,ANON-0000-0000-0003,27.92,Americano,4,29,13,27.92,Monday,April,False
2024-04-29,2024-04-29 13:28:53.899,card,ANON-0000-0000-0003,27.92,Cortado,4,29,13,27.92,Monday,April,False
2024-04-29,2024-04-29 13:53:35.730,card,ANON-0000-0000-0141,27.92,Cortado,4,29,13,27.92,Monday,April,False
2024-04-29,2024-04-29 13:54:24.357,card,ANON-0000-0000-0141,32.82,Americano with Milk,4,29,13,32.82,Monday,April,False
2024-04-29,2024-04-29 18:37:48.406,card,ANON-0000-0000-0140,37.72,Cappuccino,4,29,18,37.72,Monday,April,False
2024-04-29,2024-04-29 19:12:33.194,card,ANON-0000-0000-0134,37.72,Cappuccino,4,29,19,37.72,Monday,April,False
2024-04-29,2024-04-29 19:13:37.878,card,ANON-0000-0000-0134,37.72,Cappuccino,4,29,19,37.72,Monday,April,False
2024-04-30,2024-04-30 10:16:41.493,card,ANON-0000-0000-0142,37.72,Latte,4,30,10,37.72,Tuesday,April,False
2024-04-30,2024-04-30 10:34:52.250,card,ANON-0000-0000-0142,32.82,Americano with Milk,4,30,10,32.82,Tuesday,April,False
2024-04-30,2024-04-30 10:35:47.617,card,ANON-0000-0000-0142,32.82,Americano with Milk,4,30,10,32.82,Tuesday,April,False
2024-04-30,2024-04-30 13:41:52.325,card,ANON-0000-0000-0142,27.92,Americano,4,30,13,27.92,Tuesday,April,False
2024-04-30,2024-04-30 13:42:59.977,card,ANON-0000-0000-0142,32.82,Americano with Milk,4,30,13,32.82,Tuesday,April,False
2024-04-30,2024-04-30 19:19:18.139,card,ANON-0000-0000-0142,37.72,Cappuccino,4,30,19,37.72,Tuesday,April,False
2024-04-30,2024-04-30 19:30:04.003,card,ANON-0000-0000-0142,32.82,Americano with Milk,4,30,19,32.82,Tuesday,April,False
2024-04-30,2024-04-30 19:31:20.952,card,ANON-0000-0000-0142,37.72,Latte,4,30,19,37.72,Tuesday,April,False
2024-05-02,2024-05-02 10:33:55.746,card,ANON-0000-0000-0143,27.92,Americano,5,2,10,27.92,Thursday,May,False
2024-05-02,2024-05-02 13:49:39.898,card,ANON-0000-0000-0133,32.82,Americano with Milk,5,2,13,32.82,Thursday,May,False
2024-05-02,2024-05-02 18:36:22.138,card,ANON-0000-0000-0144,37.72,Cappuccino,5,2,18,37.72,Thursday,May,False
2024-05-02,2024-05-02 18:41:11.220,card,ANON-0000-0000-0024,32.82,Americano with Milk,5,2,18,32.82,Thursday,May,False
2024-05-02,2024-05-02 19:18:33.084,card,ANON-0000-0000-0145,37.72,Latte,5,2,19,37.72,Thursday,May,False
2024-05-02,2024-05-02 19:19:56.359,card,ANON-0000-0000-0145,37.72,Cappuccino,5,2,19,37.72,Thursday,May,False
2024-05-03,2024-05-03 14:30:00.923,card,ANON-0000-0000-0146,37.72,Latte,5,3,14,37.72,Friday,May,False
2024-05-03,2024-05-03 17:03:24.905,card,ANON-0000-0000-0147,37.72,Latte,5,3,17,37.72,Friday,May,False
2024-05-06,2024-05-06 10:05:17.920,card,ANON-0000-0000-0148,27.92,Americano,5,6,10,27.92,Monday,May,False
2024-05-06,2024-05-06 10:06:51.625,card,ANON-0000-0000-0149,37.72,Cappuccino,5,6,10,37.72,Monday,May,False
2024-05-06,2024-05-06 10:08:05.863,card,ANON-0000-0000-0149,32.82,Americano with Milk,5,6,10,32.82,Monday,May,False
2024-05-06,2024-05-06 10:09:07.977,card,ANON-0000-0000-0150,27.92,Americano,5,6,10,27.92,Monday,May,False
2024-05-06,2024-05-06 10:39:12.641,card,ANON-0000-0000-0141,27.92,Cortado,5,6,10,27.92,Monday,May,False
2024-05-06,2024-05-06 13:18:10.990,card,ANON-0000-0000-0148,27.92,Cortado,5,6,13,27.92,Monday,May,False
2024-05-06,2024-05-06 13:19:00.811,card,ANON-0000-0000-0148,27.92,Americano,5,6,13,27.92,Monday,May,False
2024-05-06,2024-05-06 19:18:12.989,card,ANON-0000-0000-0151,37.72,Cappuccino,5,6,19,37.72,Monday,May,False
2024-05-06,2024-05-06 19:19:49.548,card,ANON-0000-0000-0151,37.72,Cappuccino,5,6,19,37.72,Monday,May,False
2024-05-07,2024-05-07 10:44:55.582,card,ANON-0000-0000-0148,37.72,Cocoa,5,7,10,37.72,Tuesday,May,False
2024-05-07,2024-05-07 11:21:58.493,card,ANON-0000-0000-0141,27.92,Cortado,5,7,11,27.92,Tuesday,May,False
2024-05-07,2024-05-07 13:23:34.943,card,ANON-0000-0000-0077,27.92,Cortado,5,7,13,27.92,Tuesday,May,False
2024-05-07,2024-05-07 16:42:07.900,card,ANON-0000-0000-0148,37.72,Cocoa,5,7,16,37.72,Tuesday,May,False
2024-05-07,2024-05-07 16:55:38.805,card,ANON-0000-0000-0152,27.92,Americano,5,7,16,27.92,Tuesday,May,False
2024-05-07,2024-05-07 17:37:46.412,card,ANON-0000-0000-0153,37.72,Cappuccino,5,7,17,37.72,Tuesday,May,False
2024-05-07,2024-05-07 17:38:48.195,card,ANON-0000-0000-0153,37.72,Latte,5,7,17,37.72,Tuesday,May,False
2024-05-07,2024-05-07 19:12:12.524,card,ANON-0000-0000-0154,37.72,Cappuccino,5,7,19,37.72,Tuesday,May,False
2024-05-07,2024-05-07 19:13:12.195,card,ANON-0000-0000-0154,37.72,Cappuccino,5,7,19,37.72,Tuesday,May,False
2024-05-08,2024-05-08 10:07:28.863,card,ANON-0000-0000-0001,37.72,Latte,5,8,10,37.72,Wednesday,May,False
2024-05-09,2024-05-09 12:54:21.812,card,ANON-0000-0000-0155,37.72,Cappuccino,5,9,12,37.72,Thursday,May,False
2024-05-09,2024-05-09 13:03:58.556,card,ANON-0000-0000-0156,27.92,Americano,5,9,13,27.92,Thursday,May,False
2024-05-09,2024-05-09 13:04:57.647,card,ANON-0000-0000-0156,37.72,Latte,5,9,13,37.72,Thursday,May,False
2024-05-09,2024-05-09 13:06:11.261,card,ANON-0000-0000-0156,37.72,Latte,5,9,13,37.72,Thursday,May,False
2024-05-09,2024-05-09 13:07:16.409,card,ANON-0000-0000-0156,37.72,Latte,5,9,13,37.72,Thursday,May,False
2024-05-09,2024-05-09 16:55:14.601,card,ANON-0000-0000-0118,27.92,Americano,5,9,16,27.92,Thursday,May,False
2024-05-09,2024-05-09 16:56:14.989,card,ANON-0000-0000-0118,27.92,Americano,5,9,16,27.92,Thursday,May,False
2024-05-09,2024-05-09 18:01:29.895,card,ANON-0000-0000-0157,27.92,Americano,5,9,18,27.92,Thursday,May,False
2024-05-09,2024-05-09 18:13:56.226,card,ANON-0000-0000-0143,32.82,Americano with Milk,5,9,18,32.82,Thursday,May,False
2024-05-10,2024-05-10 15:46:21.511,card,ANON-0000-0000-0158,37.72,Latte,5,10,15,37.72,Friday,May,False
2024-05-10,2024-05-10 15:47:32.508,card,ANON-0000-0000-0158,37.72,Latte,5,10,15,37.72,Friday,May,False
2024-05-11,2024-05-11 11:39:52.878,card,ANON-0000-0000-0069,37.72,Latte,5,11,11,37.72,Saturday,May,True
2024-05-11,2024-05-11 17:20:30.398,card,ANON-0000-0000-0009,32.82,Americano with Milk,5,11,17,32.82,Saturday,May,True
2024-05-11,2024-05-11 17:21:56.117,card,ANON-0000-0000-0026,37.72,Cocoa,5,11,17,37.72,Saturday,May,True
2024-05-11,2024-05-11 17:23:57.301,card,ANON-0000-0000-0040,37.72,Cappuccino,5,11,17,37.72,Saturday,May,True
2024-05-11,2024-05-11 17:28:54.132,card,ANON-0000-0000-0012,32.82,Americano with Milk,5,11,17,32.82,Saturday,May,True
2024-05-11,2024-05-11 18:35:40.257,card,ANON-0000-0000-0115,37.72,Cappuccino,5,11,18,37.72,Saturday,May,True
2024-05-11,2024-05-11 19:38:16.096,card,ANON-0000-0000-0159,37.72,Latte,5,11,19,37.72,Saturday,May,True
2024-05-12,2024-05-12 10:20:42.512,card,ANON-0000-0000-0001,37.72,Latte,5,12,10,37.72,Sunday,May,True
2024-05-12,2024-05-12 13:24:03.465,card,ANON-0000-0000-0160,37.72,Latte,5,12,13,37.72,Sunday,May,True
2024-05-12,2024-05-12 13:27:39.043,card,ANON-0000-0000-0161,27.92,Americano,5,12,13,27.92,Sunday,May,True
2024-05-12,2024-05-12 15:16:19.815,card,ANON-0000-0000-0077,37.72,Latte,5,12,15,37.72,Sunday,May,True
2024-05-12,2024-05-12 15:38:02.422,card,ANON-0000-0000-0162,32.82,Americano with Milk,5,12,15,32.82,Sunday,May,True
2024-05-12,2024-05-12 15:52:14.871,card,ANON-0000-0000-0163,32.82,Americano with Milk,5,12,15,32.82,Sunday,May,True
2024-05-12,2024-05-12 16:04:21.133,card,ANON-0000-0000-0012,32.82,Americano with Milk,5,12,16,32.82,Sunday,May,True
2024-05-12,2024-05-12 19:41:30.569,card,ANON-0000-0000-0009,32.82,Americano with Milk,5,12,19,32.82,Sunday,May,True
2024-05-13,2024-05-13 11:03:53.348,card,ANON-0000-0000-0164,32.82,Americano with Milk,5,13,11,32.82,Monday,May,False
2024-05-14,2024-05-14 08:38:14.581,card,ANON-0000-0000-0012,27.92,Americano,5,14,8,27.92,Tuesday,May,False
2024-05-14,2024-05-14 08:39:25.455,card,ANON-0000-0000-0012,27.92,Americano,5,14,8,27.92,Tuesday,May,False
2024-05-14,2024-05-14 08:40:17.484,card,ANON-0000-0000-0012,27.92,Americano,5,14,8,27.92,Tuesday,May,False
2024-05-14,2024-05-14 10:19:23.174,card,ANON-0000-0000-0012,37.72,Cappuccino,5,14,10,37.72,Tuesday,May,False
2024-05-14,2024-05-14 11:32:29.372,card,ANON-0000-0000-0165,37.72,Latte,5,14,11,37.72,Tuesday,May,False
2024-05-14,2024-05-14 11:34:12.851,card,ANON-0000-0000-0165,37.72,Cappuccino,5,14,11,37.72,Tuesday,May,False
2024-05-14,2024-05-14 14:04:54.580,card,ANON-0000-0000-0025,37.72,Cappuccino,5,14,14,37.72,Tuesday,May,False
2024-05-14,2024-05-14 14:06:00.378,card,ANON-0000-0000-0009,32.82,Americano with Milk,5,14,14,32.82,Tuesday,May,False
2024-05-14,2024-05-14 15:01:54.785,card,ANON-0000-0000-0040,27.92,Americano,5,14,15,27.92,Tuesday,May,False
2024-05-14,2024-05-14 16:57:57.224,card,ANON-0000-0000-0166,32.82,Americano with Milk,5,14,16,32.82,Tuesday,May,False
2024-05-14,2024-05-14 16:59:10.194,card,ANON-0000-0000-0166,37.72,Cappuccino,5,14,16,37.72,Tuesday,May,False
2024-05-14,2024-05-14 22:51:25.227,card,ANON-0000-0000-0167,37.72,Hot Chocolate,5,14,22,37.72,Tuesday,May,False
2024-05-15,2024-05-15 08:40:05.661,card,ANON-0000-0000-0168,37.72,Latte,5,15,8,37.72,Wednesday,May,False
2024-05-15,2024-05-15 11:14:19.353,card,ANON-0000-0000-0012,23.02,Espresso,5,15,11,23.02,Wednesday,May,False
2024-05-15,2024-05-15 11:19:10.049,card,ANON-0000-0000-0012,27.92,Americano,5,15,11,27.92,Wednesday,May,False
2024-05-15,2024-05-15 13:34:35.102,card,ANON-0000-0000-0003,27.92,Americano,5,15,13,27.92,Wednesday,May,False
2024-05-15,2024-05-15 13:35:29.171,card,ANON-0000-0000-0003,27.92,Americano,5,15,13,27.92,Wednesday,May,False
2024-05-15,2024-05-15 13:36:27.339,card,ANON-0000-0000-0003,27.92,Americano,5,15,13,27.92,Wednesday,May,False
2024-05-15,2024-05-15 13:55:28.999,card,ANON-0000-0000-0164,32.82,Americano with Milk,5,15,13,32.82,Wednesday,May,False
2024-05-15,2024-05-15 14:38:52.347,card,ANON-0000-0000-0169,27.92,Cortado,5,15,14,27.92,Wednesday,May,False
2024-05-15,2024-05-15 14:39:44.367,card,ANON-0000-0000-0012,27.92,Cortado,5,15,14,27.92,Wednesday,May,False
2024-05-15,2024-05-15 17:28:58.620,card,ANON-0000-0000-0170,23.02,Espresso,5,15,17,23.02,Wednesday,May,False
2024-05-15,2024-05-15 20:20:34.769,card,ANON-0000-0000-0171,37.72,Cappuccino,5,15,20,37.72,Wednesday,May,False
2024-05-16,2024-05-16 10:38:42.458,card,ANON-0000-0000-0097,32.82,Americano with Milk,5,16,10,32.82,Thursday,May,False
2024-05-16,2024-05-16 10:39:49.431,card,ANON-0000-0000-0172,32.82,Americano with Milk,5,16,10,32.82,Thursday,May,False
